ID,Source,Pred,Monthly Visitors November 2020,Text,Pred123,Pred-101
ID-3161,PoliticoPulse,negative,163040000,House Oversight Committee threatens salaries of Interior staff who block interviews,3,-1
ID-3186,PoliticoPulse,neutral,163040000,Nadler: Trump claim of executive privilege could delay Mueller testimony,2,0
ID-3199,PoliticoPulse,negative,163040000,Pelosi announces resolution condemning Trump for racist tweets,3,-1
ID-3217,PoliticoPulse,negative,163040000,Schumer decries 'awful' conditions at migrant detention facility,3,-1
ID-3242,PoliticoPulse,positive,163040000,Top Dem strategists launch secret-money group to rebrand party,1,1
ID-3247,PoliticoPulse,positive,163040000,Trump punts health care until after 2020,1,1
ID-3272,PoliticoPulse,positive,163040000,3 Reasons Not to Worry About Trump’s Fourth of July—and 1 Big Reason to Worry,1,1
ID-3413,PoliticoPulse,neutral,163040000,Trump allies assail Mueller report even as they defend its conclusions,2,0
ID-3419,PoliticoPulse,neutral,163040000,Trump’s bid to wipe out AIDS will take more than a pill,2,0
ID-3450,PoliticoPulse,neutral,163040000,2020 Dems defend Rep. Omar from Trump amid controversy over 9/11 remarks,2,0
ID-3635,PoliticoPulse,neutral,163040000,Trump: ‘2 weeks and big Deportation begins!’,2,0
ID-3652,PoliticoPulse,neutral,163040000,"""‘Miracle’: Plane crashes into Florida river",2,0
ID-3691,PoliticoPulse,negative,163040000,Dems seize offensive against Trump after detention center outrage,3,-1
ID-3914,PoliticoPulse,negative,163040000,Austrian government collapses over Russia scandal,3,-1
ID-4220,PoliticoPulse,negative,163040000,Dem senators slam Ratcliffe's nomination for intel chief,3,-1
ID-4290,PoliticoPulse,neutral,163040000,"""Trump blasts Rashida Tlaib for comments on Israel",2,0
ID-4592,PoliticoPulse,neutral,163040000,Pence's abrupt travel cancellation sparks speculation,2,0
ID-4646,PoliticoPulse,positive,163040000,O’Rourke feels 'really good' about 2020 campaign,1,1
ID-4692,PoliticoPulse,neutral,163040000,Protester grabs Kamala Harris' microphone at San Francisco forum,2,0
ID-4856,PoliticoPulse,negative,163040000,‘Her ambition got it wrong about Joe’: Harris faces debate backlash,3,-1
ID-4881,PoliticoPulse,positive,163040000,Virginia's NCAA-winning basketball team declines White House invitation,1,1
ID-4904,PoliticoPulse,negative,163040000,"""North Korea won’t give up all its nuclear weapons",3,-1
ID-42,Positivenews,positive,142070,Hero Dogs Save Owner Who Was Being Attacked By Two Armed Men,1,1
ID-60,Positivenews,positive,142070,"""Indigenous Tribe Wins Legal Battle Against Oil Companies",1,1
ID-61,Positivenews,neutral,142070,Iowa Farmers Send Relief To Nebraska Flood Victims,2,0
ID-241,Positivenews,neutral,142070,70% Of The Materials Used To Make IKEA Products In 2018 Were Either Renewable Or Recycled,2,0
ID-243,Positivenews,neutral,142070,8-Year-Old Boy Saves Sister From Kidnapping,2,0
ID-244,Positivenews,negative,142070,A Circus In Germany Is Using Holograms Instead Of Animals To Stop Mistreatment,3,-1
ID-247,Positivenews,positive,142070,A Parrot Named Freddy Krueger Is Alive And Well After A 4-Year Nightmare,1,1
ID-249,Positivenews,neutral,142070,Anonymous Donor Gives $25 Million To Childrenand#039;s Hospital Los Angeles,2,0
ID-254,Positivenews,neutral,142070,"""Businessman Is Donating 10",2,0
ID-262,Positivenews,negative,142070,Commencement Speaker Announces He Will Pay Off Class Of 2019and#039;s Student Debt,3,-1
ID-263,Positivenews,neutral,142070,Community Raises Money To Pay For Elementary School Janitorand#039;s Medical Bills,2,0
ID-268,Positivenews,negative,142070,Deputy Surprises Kid With New Toys After His Were Stolen,3,-1
ID-272,Positivenews,neutral,142070,"""Dolly Parton Donates $200",2,0
ID-277,Positivenews,neutral,142070,Gamer Raises Nearly $1 Million For St. Jude Childrenand#039;s Research Hospital In Just 4.5 Hours,2,0
ID-290,Positivenews,positive,142070,Iowa High School Gives Students PE Credits For Helping The Elderly With Yard Work,1,1
ID-298,Positivenews,positive,142070,Kenyan Teacher Who Gives Away 80% Of His Salary To Help His Students Wins $1 Million Prize,1,1
ID-307,Positivenews,negative,142070,"""Men Notice Elderly Woman Eating Alone",3,-1
ID-312,Positivenews,neutral,142070,"""Nearly 5",2,0
ID-342,Positivenews,negative,142070,Thieves Write Apology Letter And Vow To Get Sober After Stealing From Boy With Brain Tumor,3,-1
ID-364,Positivenews,negative,142070,13-Year-Old Boy Buys His Struggling Mom A Car,3,-1
ID-367,Positivenews,neutral,142070,"""Church Raises $100",2,0
ID-372,Positivenews,neutral,142070,Hospital Staff Helps Teens Go To Prom After Car Accident,2,0
ID-374,Positivenews,neutral,142070,Man Adopts Old Dogs From Shelters No One Else Wants,2,0
ID-381,Positivenews,positive,142070,Teens Assist Elderly Man Who Fell And Walk Him Home To Clean His Wounds,1,1
ID-387,Positivenews,negative,142070,6-Year-Old Opens A Lemonade Stand To Take Mom On A Date After His Dad Dies,3,-1
ID-470,Positivenews,neutral,142070,Man Lands Job After Officer Gives Him Ride To Interview Instead Of Ticket,2,0
ID-496,Positivenews,neutral,142070,"""Police Officer Checks On Elderly Woman",2,0
ID-510,Positivenews,neutral,142070,Single Momand#039;s NASA Internship Gets Funded By Strangers,2,0
ID-520,Positivenews,neutral,142070,Teen Shoe Store Employee Goes and#039;Above And Beyondand#039; For Girl With Autism,2,0
ID-1837,Positivenews,positive,142070,Divers Set World Record For Cleaning Trash From Ocean Floor,1,1
ID-1873,Positivenews,neutral,142070,Las Vegas Trooper Adopts Dog He Met At Reno Checkpoint,2,0
ID-1884,Positivenews,neutral,142070,"""Mom Skips Her Own Graduation To Attend Her Sonand#039;s",2,0
ID-1893,Positivenews,negative,142070,Powerlifter Lifts 2-Ton SUV Off Man Trapped Underneath,3,-1
ID-1959,Positivenews,neutral,142070,This High School Opens Its Doors Every Friday Night To Keep Students Off The Streets,2,0
ID-2066,Positivenews,neutral,142070,"""After 7 Years In A Hawaiian Shelter",2,0
ID-2078,Positivenews,positive,142070,Woman Writes Heartfelt Tribute To McDonaldand#039;s Employee Who Made Her Day,1,1
ID-2079,Positivenews,neutral,142070,"""Newlyweds",2,0
ID-2095,Positivenews,negative,142070,Blood Centers In El Paso Are Overwhelmed By Donations,3,-1
ID-2100,Positivenews,neutral,142070,"""Singapore Abolishes School Exam Rankings",2,0
ID-2106,Positivenews,positive,142070,Proud Father Stands Up For Daughter With Down Syndrome,1,1
ID-2137,Positivenews,negative,142070,Terminally Ill Woman Requests Early Christmas Cards,3,-1
ID-2394,Positivenews,positive,142070,Dog Is Rescued After Sheand#039;s Found Swimming 135 Miles Out At Sea,1,1
ID-2539,Positivenews,neutral,142070,Mom Sends Son With Autism On Flight Solo And Receives This From A Stranger,2,0
ID-2639,Positivenews,neutral,142070,"""Kansas Woman Buys Out Local Payless Store",2,0
ID-2673,Positivenews,neutral,142070,Weezer Fans Hold Up Woman In Wheelchair During Concert,2,0
ID-2680,Positivenews,neutral,142070,Blind Man Finishes New York City Half Marathon With Help From Guide Dogs,2,0
ID-2683,Positivenews,positive,142070,Canadian Woman Finally Meets Her Australian Pen Pal After 60 Years Of Friendship,1,1
ID-2684,Positivenews,neutral,142070,Cattle Rancher Brought To Tears By Act Of Kindness After Losing His Entire Herd In Flood,2,0
ID-2686,Positivenews,neutral,142070,Conjoined Twin Sisters Successfully Separated And Canand#039;t Stop Snuggling,2,0
ID-2693,Positivenews,positive,142070,Homeless Man Reunited With His Beloved Pet Rat,1,1
ID-2704,Positivenews,neutral,142070,Police Officer Cared For Lonely Elderly Man For 2 Years After Meeting Him On Duty,2,0
ID-2708,Positivenews,positive,142070,Teenage Crane Operator Rescues 14 People From Burning Building,1,1
ID-2709,Positivenews,neutral,142070,Teens Teach Boy With Autism How To Skate On His Birthday,2,0
ID-2711,Positivenews,neutral,142070,This Entire Community Is Learning Sign Language For A 2-Year-Old Girl,2,0
ID-2714,Positivenews,neutral,142070,"""When This Mailman Retired",2,0
ID-2718,Positivenews,neutral,142070,5-Year-Old Girl Forms Unbreakable Bond With A Duck,2,0
ID-2720,Positivenews,negative,142070,Man Drives Couple 400 Miles To Visit Their Dying Mother,3,-1
ID-2792,Positivenews,positive,142070,"""He Helped Save Her Daughter. Two Years Later",1,1
ID-2854,Positivenews,positive,142070,Sigourney Weaver Surprises Students For Encore Performance Of Viral and#039;Alienand#039; Play,1,1
ID-2857,Positivenews,neutral,142070,Stray Dog Becomes First Dog To Climb Himalayan Summit,2,0
ID-2885,Positivenews,neutral,142070,This Delta Flight Was Piloted By A Mother And Daughter Flight Crew,2,0
ID-2927,Positivenews,negative,142070,Dad Posts Encouraging Signs Around Town To Lower Suicide Rates,3,-1
ID-2929,Positivenews,neutral,142070,"""Dove Is Offering $5",2,0
ID-2930,Positivenews,positive,142070,Drone In Maryland Makes History By Delivering Organ For Successful Transplant,1,1
ID-2934,Positivenews,neutral,142070,Friends Find Out Theyand#039;re Actually Brothers,2,0
ID-2936,Positivenews,neutral,142070,Grandma Missing 5 Days Is Found Alive After Grandson Decides To Search One Last Time,2,0
ID-2939,Positivenews,positive,142070,Hero Biker Helps Father Get Unconscious Daughter To The Hospital Through Heavy Traffic,1,1
ID-2940,Positivenews,neutral,142070,Hundreds Of Farmers Stay Silent During Auction So Family Can Buy Back Their Family Farm,2,0
ID-2943,Positivenews,positive,142070,Irish Soldier Gives Up Home To Help Family In Need,1,1
ID-2948,Positivenews,negative,142070,"""Man Overhears Stressed Momand#039;s Conversation",3,-1
ID-2949,Positivenews,neutral,142070,Man Used His Secret Fortune To Send 33 Strangers To College,2,0
ID-2951,Positivenews,neutral,142070,NASA Confirms Earth Is Greener Today Than 20 Years Ago,2,0
ID-2954,Positivenews,neutral,142070,Nonprofit Organization Plants 250 Million Trees,2,0
ID-2958,Positivenews,negative,142070,Police Officer Talks Suicidal Man Off Bridge By Offering A Hug,3,-1
ID-2960,Positivenews,neutral,142070,Professor Holds Studentand#039;s Baby During Class Because He Couldnand#039;t Find A Babysitter,2,0
ID-2962,Positivenews,neutral,142070,Researchers Have Figured Out How To Convert All Blood Types Into The Universal Type O,2,0
ID-2964,Positivenews,positive,142070,Scientists Are Using Music To Help Build The Brains Of Premature Babies,1,1
ID-2970,Positivenews,neutral,142070,Teens Push Womanand#039;s Car 5 Miles Back Home,2,0
ID-2976,Positivenews,positive,142070,Willie Nelson Rescued 70 Horses From The Slaughterhouse,1,1
ID-2977,Positivenews,negative,142070,Woman Experiences Act Of Kindness On The Worst Day Of Her Life,3,-1
ID-2978,Positivenews,positive,142070,Woman Jumps Out Of Her Car To Rescue A Child Running In Traffic,1,1
ID-2979,Positivenews,negative,142070,Zero Elephants Killed By Poachers In Over A Year At One Of Africaand#039;s Largest Wildlife Preserves,3,-1
ID-2980,Positivenews,negative,142070,Zoe The Police Dog Sniffs Out 2 Missing Girls In Ontarioand#039;s Algonquin Park,3,-1
ID-2981,Positivenews,neutral,142070,13-Year-Old Opens Bakery And Matches Every Sale With A Donation To The Homeless,2,0
ID-2982,Positivenews,negative,142070,"""14-Year-Old Boy Fights Off Leopard",3,-1
ID-2985,Positivenews,neutral,142070,City Bus Driver Stops To Help Car Stuck In Snow On Train Tracks,2,0
ID-2990,Positivenews,positive,142070,Firefighters Help Man Get Home By Pushing His Electric Wheelchair,1,1
ID-2992,Positivenews,positive,142070,Heroic 20-Year-Old Rushed Back Into Fire To Save Niece,1,1
ID-2993,Positivenews,neutral,142070,High School Students Shovel Womanand#039;s Driveway At 4:30 AM So She Can Make It To Dialysis Treatment,2,0
ID-2995,Positivenews,positive,142070,Inmates Rescue Baby Locked Inside Car,1,1
ID-2997,Positivenews,positive,142070,Lt. Dan Actor Gary Sinise Has Dedicated His Life To Support Veterans. Heand#039;s Overcome With Emotion By Thank-You,1,1
ID-2998,Positivenews,positive,142070,"""Man Saves Stranger With CPR",1,1
ID-3040,Positivenews,neutral,142070,"""Joe Rogan Is Paying For MMA Fighterand#039;s $30",2,0
ID-3043,Positivenews,positive,142070,Mexican Researcher Creates Plastic From Cactus That Is Biodegradable And Safe To Ingest,1,1
ID-3044,Positivenews,neutral,142070,Morgan Freeman Converted His 124-Acre Ranch Into A Giant Bee Sanctuary,2,0
ID-3067,Positivenews,neutral,142070,and#039;Youand#039;re My Heroand#039;: Young Eagles Fan Meets Carson Wentz At Training Camp,2,0
ID-3123,Positivenews,neutral,142070,"""Child Calls 911",2,0
ID-3139,Positivenews,negative,142070,Detroit Tigers Pitcher Matthew Boyd Is Saving Children In Uganda From Sex Slavery,3,-1
ID-3343,Positivenews,negative,142070,Jersey Shore Concert Series Canceled After Discovery Of Threatened Shorebird Nest,3,-1
ID-3420,Positivenews,neutral,142070,Two Boys Put Pokemon Hunting On Hold To Help Struggling Elderly Man,2,0
ID-3436,Positivenews,neutral,142070,Woman Pays Dinner Bill For Group Of Teens On Prom Night,2,0
ID-3465,Positivenews,neutral,142070,Cafeteria Worker Fired For Giving Student Free Food Gets Job Offer From Celebrity Chef,2,0
ID-3536,Positivenews,neutral,142070,Endangered Whale Experiencing Mini Baby Boom In New England Waters,2,0
ID-3591,Positivenews,positive,142070,Police Officer Helps Student Fix His Tie For Graduation,1,1
ID-3592,Positivenews,neutral,142070,Police Pull Couple From Raging River In Dramatic Water Rescue,2,0
ID-3745,Positivenews,negative,142070,Nepalese Army Removes Two Tons Of Waste From Mount Everest,3,-1
ID-3766,Positivenews,positive,142070,Shelter Dog Who Loves His Bowl Gets Adopted After His Story Goes Viral,1,1
ID-3828,Positivenews,positive,142070,An Entire School Learned Sign Language To Welcome A Deaf Kindergartener,1,1
ID-3846,Positivenews,positive,142070,French Billionaires Pledge $450 Million To Help Rebuild The Notre Dame Cathedral,1,1
ID-3851,Positivenews,neutral,142070,"""Jamaican Businessman Organizes Trash-Collecting Tournament",2,0
ID-3860,Positivenews,positive,142070,Neighborhoods Across The Country Are Building Miniature Pantries To Help Those In Need,1,1
ID-3866,Positivenews,neutral,142070,"""Parents Couldnand#039;t Afford A Wheelchair",2,0
ID-3868,Positivenews,positive,142070,Police Department Helps Animal Shelter Thatand#039;s Overrun With Cats,1,1
ID-3873,Positivenews,positive,142070,Russia Agrees To Free Nearly 100 Captive Whales,1,1
ID-3879,Positivenews,neutral,142070,"""Student Canand#039;t Get A Kidney Transplant Without A Home",2,0
ID-3889,Positivenews,negative,142070,Toddler Diagnosed With Rare Ovarian Cancer Is Now Cancer-Free,3,-1
ID-3901,Positivenews,negative,142070,Woman Creates Dog Hospice To Give Dying Dogs The Ending They Deserve,3,-1
ID-3902,Positivenews,neutral,142070,and#039;He Was Her Flight Angeland#039;: Man Comforts 96-Year-Old Woman Who Is Terrified To Fly,2,0
ID-3905,Positivenews,positive,142070,Animal Shelters Waive Adoption Fees Thanks To Donations By Miranda Lambertand#039;s MuttNation Foundation,1,1
ID-3909,Positivenews,negative,142070,South Carolina Deputy Saves Babyand#039;s Life During Traffic Stop,3,-1
ID-3910,Positivenews,negative,142070,Teacher Cuts Hair To Match Student Being Teased For Her Short Hair,3,-1
ID-3991,Positivenews,neutral,142070,Chick-fil-A Manager Goes Above And Beyond For WWII Veteran,2,0
ID-4000,Positivenews,neutral,142070,Mom Charges Cougar And Pries Its Jaws Open To Save Son,2,0
ID-4002,Positivenews,neutral,142070,Teenage and#039;Ramboand#039; Saves All 14 Horses From Burning Barn,2,0
ID-4072,Positivenews,neutral,142070,Hundreds Of Students Give Final Wave Goodbye To Grandmother Who Waved To Them Every Morning,2,0
ID-4073,Positivenews,negative,142070,Husband And Wife Married 71 Years Die On The Same Day,3,-1
ID-4102,Positivenews,neutral,142070,New Zealand Bikers Perform Haka In Honor Of Christchurch Victims,2,0
ID-4131,Positivenews,neutral,142070,Substitute Teacher Gives Shoes Off His Feet So Student Can Walk Across Graduation Stage,2,0
ID-4495,Positivenews,negative,142070,Husband And Wife Plant 2.7 Million Trees In 20 Years To Restore A Destroyed Forest,3,-1
ID-4500,Positivenews,negative,142070,"""State Trooper Responds To Call Of Injured Dog",3,-1
ID-4510,Positivenews,neutral,142070,Police Officer Helps Boy With Autism Find Missing Teddy Bear,2,0
ID-4672,Positivenews,positive,142070,Grateful Mom Donates 120 Dresses To High School For Senior Ball,1,1
ID-4688,Positivenews,neutral,142070,People Are Picking Up Trash For A New Internet Challenge,2,0
ID-4697,Positivenews,neutral,142070,"""Single Mom Makes Plea For Electricity On Twitter",2,0
ID-4699,Positivenews,neutral,142070,Texas Governor Announces $1.6B Deal For Teacher Raises,2,0
ID-4718,Positivenews,neutral,142070,101-Year-Old WWII Veteran Commissions Grandson At Air Force Academy Ceremony,2,0
ID-4722,Positivenews,neutral,142070,Purdue Names Stadium Entrance After Superfan Tyler Trent,2,0
ID-1,ProPublica,negative,4260000,Cops in One Village Have Been Convicted of 70 Crimes. Here’s What They Had to Say About It.,3,-1
ID-156,ProPublica,negative,4260000,The IRS Tried to Take on the Ultrawealthy. It Didn’t Go Well.,3,-1
ID-171,ProPublica,neutral,4260000,These 4 Arguments Can’t Overcome the Facts About Carbon Offsets for Forest Preservation,2,0
ID-205,ProPublica,neutral,4260000,You Can Now See Who's Contributing to 2020 Presidential Campaigns by State,2,0
ID-440,ProPublica,negative,4260000,Here Are Your Stories of Being Tricked Into Paying by TurboTax. You Often Need the Money.,3,-1
ID-568,ProPublica,neutral,4260000,Zero Tolerance: Inside the Secretive Network of Immigrant Youth Shelters in Illinois,2,0
ID-660,ProPublica,negative,4260000,"""After Baby’s Death",3,-1
ID-870,ProPublica,negative,4260000,Trump’s VA Firing Spree Falters in Court,3,-1
ID-878,ProPublica,negative,4260000,"""University of Illinois at Chicago Missed Warning Signs of Research Going Awry",3,-1
ID-899,ProPublica,negative,4260000,You Can’t Tax the Rich Without the IRS,3,-1
ID-924,ProPublica,negative,4260000,Alabama Senator to the IRS: Stop Picking on the South,3,-1
ID-1007,ProPublica,neutral,4260000,Haru Coryne to Join ProPublica Illinois as Data Reporter,2,0
ID-1042,ProPublica,negative,4260000,Kentucky Legislature Passes Bill Stripping Grimes of Authority Over State Board of Elections,3,-1
ID-1169,ProPublica,positive,4260000,The Trade Secret: Firms That Promised High-Tech Ransomware Solutions Almost Always Just Pay the Hackers,1,1
ID-1388,ProPublica,negative,4260000,Chicago’s Inspector General Finds the City’s Gang Database Is Riddled With Errors,3,-1
ID-1444,ProPublica,neutral,4260000,Ida B. Wells Society and ProPublica Announce the 2019 Data Institute,2,0
ID-1547,ProPublica,negative,4260000,Their Family Bought Land One Generation After Slavery. The Reels Brothers Spent Eight Years in Jail for Refusing to Leave It.,3,-1
ID-1575,ProPublica,neutral,4260000,Un agente de la Patrulla Fronteriza revela la realidad de ser guardia de niños migrantes,2,0
ID-1614,ProPublica,negative,4260000,An (Even More) Inconvenient Truth: Why Carbon Credits For Forest Preservation May Be Worse Than Nothing,3,-1
ID-1638,ProPublica,neutral,4260000,"""Chicago in a Single Tweet",2,0
ID-1722,ProPublica,negative,4260000,Nuclear Lobbying Power: NJ Utility Customers Will Pay $300M In Subsidies,3,-1
ID-1737,ProPublica,positive,4260000,ProPublica Wins Hechinger Grand Prize for Distinguished Education Reporting,1,1
ID-1827,ProPublica,neutral,4260000,Cook County Judge Loosens Unusual Restrictions on Publishing Details of Child Welfare Case,2,0
ID-1879,ProPublica,neutral,4260000,Meet the Data Institute Class of 2019,2,0
ID-1909,ProPublica,neutral,4260000,"""Si le pagó a TurboTax",2,0
ID-1989,ProPublica,neutral,4260000,Kentucky’s $1.5 Billion Information Highway to Nowhere,2,0
ID-2099,ProPublica,positive,4260000,ProPublica’s Hannah Dreier Wins MOLLY National Journalism Prize and Is a Michael Kelly Award Finalist,1,1
ID-2127,ProPublica,negative,4260000,One Cardiac Arrest. Four 911 Callers. And a Tragic Outcome.,3,-1
ID-2636,ProPublica,negative,4260000,Immigration Officials Use Secretive Gang Databases to Deny Migrant Asylum Claims,3,-1
ID-2637,ProPublica,negative,4260000,It’s Illegal for Federal Officials to Campaign at Work. A Trump Official Just Did So.,3,-1
ID-2841,ProPublica,negative,4260000,Police Footage: The Interrogation That Led to Ricky Joyner’s Murder Charge,3,-1
ID-2844,ProPublica,positive,4260000,ProPublica and Houston Chronicle Project Named a Finalist for Health Care Print Journalism Award,1,1
ID-3166,ProPublica,positive,4260000,Illinois Lawmakers Demand Child Welfare Officials Better Serve Spanish-Speaking Families,1,1
ID-3190,ProPublica,positive,4260000,New: You Can Now Search the Full Text of 3 Million Nonprofit Tax Records for Free,1,1
ID-3266,ProPublica,negative,4260000,"""“No More Silence”: Her Kidnapping",3,-1
ID-3376,ProPublica,positive,4260000,ProPublica Illinois and ProPublica Earn Three NABJ Salute to Excellence Awards Nominations,1,1
ID-3678,ProPublica,neutral,4260000,"""California Legislators Urge Caution",2,0
ID-3703,ProPublica,negative,4260000,Federal Judge Dismisses Charges Against 3 White Supremacists,3,-1
ID-3752,ProPublica,negative,4260000,Political Operatives Got Donors to Give Millions. The Money Wasn’t Used As Promised. Here’s How They Did It.,3,-1
ID-3796,ProPublica,negative,4260000,Two Indiana Police Officers Face Federal Charges in Videotaped Beating of Handcuffed Man,3,-1
ID-4101,ProPublica,positive,4260000,New Documents Raise Ethical and Billing Concerns about the NRA’s Outside Counsel,1,1
ID-4151,ProPublica,negative,4260000,Tuberculosis. Chicken Pox. Traumatized: 5 Updates on Immigrant Youth Shelters in Illinois.,3,-1
ID-4284,ProPublica,negative,4260000,The Village Where Every Cop Has Been Convicted of Domestic Violence,3,-1
ID-4536,ProPublica,neutral,4260000,California Tried to Fix Its Prisons. Now County Jails Are More Deadly.,2,0
ID-4543,ProPublica,negative,4260000,Congress Scraps Provision to Restrict IRS From Competing With TurboTax,3,-1
ID-4698,ProPublica,neutral,4260000,Six ProPublica Reporters Named Livingston Finalists,2,0
ID-4730,ProPublica,neutral,4260000,"""A False Answer",2,0
ID-4931,ProPublica,positive,4260000,ProPublica Wins John Bartlow Martin Award for MS-13 Coverage,1,1
ID-233,Quartz,positive,10700000,The “Sonic the Hedgehog” movie promises pure 1990s Jim Carrey nostalgia,1,1
ID-370,Quartz,neutral,10700000,Donald Trump made me want to be American,2,0
ID-433,Quartz,negative,10700000,Former executives of a French telecom have been brought to trial over employee suicides,3,-1
ID-434,Quartz,neutral,10700000,From Biggie to Kendrick Lamar: outtakes from hip-hop’s most iconic,2,0
ID-573,Quartz,negative,10700000,An Indian coffee baron has gone missing,3,-1
ID-913,Quartz,negative,10700000,A brief history of women’s fight to wear pants,3,-1
ID-1014,Quartz,neutral,10700000,Hundreds of thousands are set to march in London for a second Brexit referendum,2,0
ID-1024,Quartz,neutral,10700000,India’s oldest e-commerce firm’s IPO is a rare way out for investors,2,0
ID-1223,Quartz,positive,10700000,Watch cellist Yo-Yo Ma play for harmony at the US-Mexico border,1,1
ID-1310,Quartz,negative,10700000,The BJP’s threat to restrict Indian citizenship unmasks the ugliest side of nationalism,3,-1
ID-1315,Quartz,negative,10700000,"""The killer",3,-1
ID-1346,Quartz,neutral,10700000,"""2020 candidates’ 404 pages",2,0
ID-1422,Quartz,neutral,10700000,"""From Coldplay private shows to Ronaldo’s yacht",2,0
ID-1566,Quartz,neutral,10700000,Two active-duty US Marines face “alien smuggling” charges at the border,2,0
ID-1748,Quartz,positive,10700000,Saying goodbye to working mom guilt is the best way to celebrate Mother’s Day,1,1
ID-1860,Quartz,positive,10700000,Hong Kong has pulled off an amazing win against a dire threat to its freedoms,1,1
ID-1922,Quartz,positive,10700000,The benefit workers want most is less work,1,1
ID-1940,Quartz,neutral,10700000,“Game of Thrones” leaned hard into fan service—and it totally worked,2,0
ID-1942,Quartz,neutral,10700000,"""As US communities resist ICE",2,0
ID-1965,Quartz,neutral,10700000,Boeing’s cold-blooded risk calculation may tarnish trust in “self-driving” cars for years,2,0
ID-2054,Quartz,negative,10700000,These Indians battle tigers every day. But it’s politics they fear now,3,-1
ID-2055,Quartz,neutral,10700000,US-China trade tensions have hit a business news app backed by China’s “Rupert Murdoch”,2,0
ID-2115,Quartz,positive,10700000,"""Easter Sunday bombings blast the peace in Sri Lanka",1,1
ID-2209,Quartz,positive,10700000,The world’s happiest people have a beautifully simple way to tackle loneliness,1,1
ID-2226,Quartz,negative,10700000,Immigrants are being denied US citizenship for smoking legal pot,3,-1
ID-2265,Quartz,negative,10700000,Cuba’s entrepreneurs are under attack by Donald Trump,3,-1
ID-2364,Quartz,neutral,10700000,Trump’s tariff threat is his latest attempt to get Mexico to build a wall,2,0
ID-2544,Quartz,negative,10700000,NASA says India’s anti-satellite strike endangered the International Space Station,3,-1
ID-2710,Quartz,positive,10700000,The US team just won the Women’s World Cup—and boosted its case for equal pay,1,1
ID-2716,Quartz,positive,10700000,You’ve heard stories of Indian Army and Air Force heroes. Now here’s an angel from the Navy,1,1
ID-3001,Quartz,positive,10700000,Bill Nye says the planet is on fire—but he’s still optimistic,1,1
ID-3057,Quartz,negative,10700000,The Paris Air Show sold $15 billion in planes. A $4 million electric stole the show,3,-1
ID-3082,Quartz,positive,10700000,"""Nigeria’s small businesses want government help",1,1
ID-3147,Quartz,negative,10700000,"""Economists conclude that people are willing to put up with pay cuts",3,-1
ID-3405,Quartz,neutral,10700000,These scientists tracked South Africa’s sardine run over 66 years,2,0
ID-3932,Quartz,positive,10700000,Moscow just made it easier for Ukrainians to become Russian,1,1
ID-3934,Quartz,neutral,10700000,Netflix thinks we won’t notice if it just remakes “A Quiet Place” with different actors and a new title,2,0
ID-4006,Quartz,neutral,10700000,What men need to give to make gender equality a reality: 50 minutes a day,2,0
ID-4139,Quartz,neutral,10700000,The aftermath of deadly tornadoes in Missouri,2,0
ID-4166,Quartz,neutral,10700000,An epidemic of body shaming is taking its toll on men’s mental health,2,0
ID-4191,Quartz,neutral,10700000,There’s been a run on red neckties at the Trump Store,2,0
ID-4334,Quartz,negative,10700000,"""Iranian metalheads avoid prison",3,-1
ID-4392,Quartz,negative,10700000,An alarming kids’ health report shows cities must act now on traffic pollution,3,-1
ID-4440,Quartz,neutral,10700000,The US has started a “new nuclear arms race” since Trump pulled out of the INF treaty,2,0
ID-4655,Quartz,neutral,10700000,"""Believe it or not",2,0
ID-4667,Quartz,neutral,10700000,"""For $500 million",2,0
ID-4860,Quartz,negative,10700000,A leading scientist on aging says there is no magic pill for staying young—yet,3,-1
ID-4885,Quartz,negative,10700000,Inflation deniers are the anti-vaxxers of the economic world,3,-1
ID-4892,Quartz,neutral,10700000,Team Trump has found a news outlet even more fawning than Fox News,2,0
ID-4953,Quartz,neutral,10700000,Amazon is making a late entry into the internet satellite race,2,0
ID-4965,Quartz,positive,10700000,Europe is beating the US in the battery race—with China’s help,1,1
ID-79,RealClearPolitics,neutral,49190000,Life Lessons From the 2019 National Teacher of the Year,2,0
ID-99,RealClearPolitics,neutral,49190000,"""Nancy Pelosi",2,0
ID-179,RealClearPolitics,neutral,49190000,Trump Doesn't Know a Thing About Baltimore,2,0
ID-402,RealClearPolitics,neutral,49190000,Bernie Sanders Is Right to Go on Fox News,2,0
ID-478,RealClearPolitics,negative,49190000,Mueller Reminds the Public: Trump Betrayed the U.S.,3,-1
ID-549,RealClearPolitics,neutral,49190000,Trump Masterfully Navigates 'Send Her Back' Controversy,2,0
ID-630,RealClearPolitics,neutral,49190000,Wray's FBI Continues to Cover for Comey's Shenanigans,2,0
ID-705,RealClearPolitics,neutral,49190000,Democrats Want to Change the Rules of the Game,2,0
ID-706,RealClearPolitics,neutral,49190000,"""Despite Risks",2,0
ID-709,RealClearPolitics,negative,49190000,Donald Trump's War on Worker Rights,3,-1
ID-857,RealClearPolitics,negative,49190000,Trump Is in an Abusive Relationship With America,3,-1
ID-964,RealClearPolitics,neutral,49190000,Dems Blowing Chance to Beat Trump With Left-Wing Extremism,2,0
ID-979,RealClearPolitics,negative,49190000,Economists' Flawed Attacks on Steve Moore,3,-1
